PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21059682","DrugBank 3.0: a comprehensive resource for 'omics' research on drugs","Knox C, Law V, Jewison T, Liu P, Ly S, Frolkis A, Pon A, Banco K, Mak C, Neveu V, Djoumbou Y, Eisner R, Guo AC, Wishart DS.","Nucleic Acids Res. 2011 Jan;39(Database issue):D1035-41. doi: 10.1093/nar/gkq1126. Epub 2010 Nov 8.","Knox C","Nucleic Acids Res","2011","2010/11/10","PMC3013709","","10.1093/nar/gkq1126"
"37885437","Artificial intelligence in the field of pharmacy practice: A literature review","Chalasani SH, Syed J, Ramesh M, Patil V, Pramod Kumar TM.","Explor Res Clin Soc Pharm. 2023 Oct 21;12:100346. doi: 10.1016/j.rcsop.2023.100346. eCollection 2023 Dec.","Chalasani SH","Explor Res Clin Soc Pharm","2023","2023/10/27","PMC10598710","","10.1016/j.rcsop.2023.100346"
"37701676","DPSP: a multimodal deep learning framework for polypharmacy side effects prediction","Masumshah R, Eslahchi C.","Bioinform Adv. 2023 Aug 16;3(1):vbad110. doi: 10.1093/bioadv/vbad110. eCollection 2023.","Masumshah R","Bioinform Adv","2023","2023/09/13","PMC10493180","","10.1093/bioadv/vbad110"
"37641598","Neighborhood-based inference and restricted Boltzmann machine for small molecule-miRNA associations prediction","Qu J, Song Z, Cheng X, Jiang Z, Zhou J.","PeerJ. 2023 Aug 24;11:e15889. doi: 10.7717/peerj.15889. eCollection 2023.","Qu J","PeerJ","2023","2023/08/29","PMC10460564","","10.7717/peerj.15889"
"37631039","Identification of Drug Targets and Their Inhibitors in Yersinia pestis Strain 91001 through Subtractive Genomics, Machine Learning, and MD Simulation Approaches","Ali H, Samad A, Ajmal A, Ali A, Ali I, Danial M, Kamal M, Ullah M, Ullah R, Kalim M.","Pharmaceuticals (Basel). 2023 Aug 9;16(8):1124. doi: 10.3390/ph16081124.","Ali H","Pharmaceuticals (Basel)","2023","2023/08/26","PMC10459760","","10.3390/ph16081124"
"37505483","iGRLDTI: an improved graph representation learning method for predicting drug-target interactions over heterogeneous biological information network","Zhao BW, Su XR, Hu PW, Huang YA, You ZH, Hu L.","Bioinformatics. 2023 Aug 1;39(8):btad451. doi: 10.1093/bioinformatics/btad451.","Zhao BW","Bioinformatics","2023","2023/07/28","PMC10397422","","10.1093/bioinformatics/btad451"
"37484251","Subtractive proteomics analysis to uncover the potent drug targets for distinctive drug design of Candidaauris","Bappy MNI, Robin TB, Prome AA, Patil RB, Moin AT, Akter R, Laskar FS, Roy A, Akter H, Zinnah KMA.","Heliyon. 2023 Jun 6;9(6):e17026. doi: 10.1016/j.heliyon.2023.e17026. eCollection 2023 Jun.","Bappy MNI","Heliyon","2023","2023/07/24","PMC10361121","","10.1016/j.heliyon.2023.e17026"
"37449110","New drug target identification in Vibrio vulnificus by subtractive genome analysis and their inhibitors through molecular docking and molecular dynamics simulations","Alotaibi BS, Ajmal A, Hakami MA, Mahmood A, Wadood A, Hu J.","Heliyon. 2023 Jun 26;9(7):e17650. doi: 10.1016/j.heliyon.2023.e17650. eCollection 2023 Jul.","Alotaibi BS","Heliyon","2023","2023/07/14","PMC10336522","","10.1016/j.heliyon.2023.e17650"
"37415294","Characterizing RNA-binding ligands on structures, chemical information, binding affinity and drug-likeness","Fan C, Wang X, Ling T, Yang Y, Zhao H.","RNA Biol. 2023 Jan;20(1):431-443. doi: 10.1080/15476286.2023.2231708.","Fan C","RNA Biol","2023","2023/07/07","PMC10332223","","10.1080/15476286.2023.2231708"
"37373186","Drug Target Identification and Drug Repurposing in Psoriasis through Systems Biology Approach, DNN-Based DTI Model and Genome-Wide Microarray Data","Zhan YP, Chen BS.","Int J Mol Sci. 2023 Jun 12;24(12):10033. doi: 10.3390/ijms241210033.","Zhan YP","Int J Mol Sci","2023","2023/06/28","PMC10298553","","10.3390/ijms241210033"
"37368467","Network-Based Prediction of Side Effects of Repurposed Antihypertensive Sartans against COVID-19 via Proteome and Drug-Target Interactomes","Kiouri DP, Ntallis C, Kelaidonis K, Peana M, Tsiodras S, Mavromoustakos T, Giuliani A, Ridgway H, Moore GJ, Matsoukas JM, Chasapis CT.","Proteomes. 2023 Jun 8;11(2):21. doi: 10.3390/proteomes11020021.","Kiouri DP","Proteomes","2023","2023/06/27","PMC10305495","","10.3390/proteomes11020021"
"37337107","Genome-wide association analyses define pathogenic signaling pathways and prioritize drug targets for IgA nephropathy","Kiryluk K, Sanchez-Rodriguez E, Zhou XJ, Zanoni F, Liu L, Mladkova N, Khan A, Marasa M, Zhang JY, Balderes O, Sanna-Cherchi S, Bomback AS, Canetta PA, Appel GB, Radhakrishnan J, Trimarchi H, Sprangers B, Cattran DC, Reich H, Pei Y, Ravani P, Galesic K, Maixnerova D, Tesar V, Stengel B, Metzger M, Canaud G, Maillard N, Berthoux F, Berthelot L, Pillebout E, Monteiro R, Nelson R, Wyatt RJ, Smoyer W, Mahan J, Samhar AA, Hidalgo G, Quiroga A, Weng P, Sreedharan R, Selewski D, Davis K, Kallash M, Vasylyeva TL, Rheault M, Chishti A, Ranch D, Wenderfer SE, Samsonov D, Claes DJ, Akchurin O, Goumenos D, Stangou M, Nagy J, Kovacs T, Fiaccadori E, Amoroso A, Barlassina C, Cusi D, Del Vecchio L, Battaglia GG, Bodria M, Boer E, Bono L, Boscutti G, Caridi G, Lugani F, Ghiggeri G, Coppo R, Peruzzi L, Esposito V, Esposito C, Feriozzi S, Polci R, Frasca G, Galliani M, Garozzo M, Mitrotti A, Gesualdo L, Granata S, Zaza G, Londrino F, Magistroni R, Pisani I, Magnano A, Marcantoni C, Messa P, Mignani R, Pani A, Ponticelli C, Roccatello D, Salvadori M, Salvi E, Santoro D, Gembillo G, Savoldi S, Spotti D, Zamboli P, Izzi C, et al.","Nat Genet. 2023 Jul;55(7):1091-1105. doi: 10.1038/s41588-023-01422-x. Epub 2023 Jun 19.","Kiryluk K","Nat Genet","2023","2023/06/19","","","10.1038/s41588-023-01422-x"
"37286613","DEDTI versus IEDTI: efficient and predictive models of drug-target interactions","Zabihian A, Sayyad FZ, Hashemi SM, Shami Tanha R, Hooshmand M, Gharaghani S.","Sci Rep. 2023 Jun 7;13(1):9238. doi: 10.1038/s41598-023-36438-0.","Zabihian A","Sci Rep","2023","2023/06/07","PMC10247802","","10.1038/s41598-023-36438-0"
"37264453","Expanding potential targets of herbal chemicals by node2vec based on herb-drug interactions","Zhang DY, Cui WQ, Hou L, Yang J, Lyu LY, Wang ZY, Linghu KG, He WB, Yu H, Hu YJ.","Chin Med. 2023 Jun 1;18(1):64. doi: 10.1186/s13020-023-00763-3.","Zhang DY","Chin Med","2023","2023/06/01","PMC10233865","","10.1186/s13020-023-00763-3"
"37255310","Nonlinear data fusion over Entity-Relation graphs for Drug-Target Interaction prediction","Mazzone E, Moreau Y, Fariselli P, Raimondi D.","Bioinformatics. 2023 Jun 1;39(6):btad348. doi: 10.1093/bioinformatics/btad348.","Mazzone E","Bioinformatics","2023","2023/05/31","PMC10265447","","10.1093/bioinformatics/btad348"
"37190032","AMCSMMA: Predicting Small Molecule-miRNA Potential Associations Based on Accurate Matrix Completion","Wang S, Ren C, Zhang Y, Pang S, Qiao S, Wu W, Lin B.","Cells. 2023 Apr 10;12(8):1123. doi: 10.3390/cells12081123.","Wang S","Cells","2023","2023/05/16","PMC10137058","","10.3390/cells12081123"
"37173696","Kaixin Jieyu Granule attenuates neuroinflammation-induced depressive-like behavior through TLR4/PI3K/AKT/FOXO1 pathway: a study of network pharmacology and experimental validation","Xu M, Zhai W, Zhang Y, Pan J, Li J, Huang S.","BMC Complement Med Ther. 2023 May 12;23(1):156. doi: 10.1186/s12906-023-03970-5.","Xu M","BMC Complement Med Ther","2023","2023/05/12","PMC10182664","","10.1186/s12906-023-03970-5"
"37155147","Genistein exerts anti-colorectal cancer actions: clinical reports, computational and validated findings","Liu X, Lan Y, Zhang L, Ye X, Shen Q, Mo G, Chen X.","Aging (Albany NY). 2023 May 7;15(9):3678-3689. doi: 10.18632/aging.204702. Epub 2023 May 7.","Liu X","Aging (Albany NY)","2023","2023/05/08","PMC10449307","","10.18632/aging.204702"
"37113536","Schizophrenia and cell senescence candidate genes screening, machine learning, diagnostic models, and drug prediction","Feng Y, Shen J, He J, Lu M.","Front Psychiatry. 2023 Apr 11;14:1105987. doi: 10.3389/fpsyt.2023.1105987. eCollection 2023.","Feng Y","Front Psychiatry","2023","2023/04/28","PMC10126505","","10.3389/fpsyt.2023.1105987"
"37096060","Knowledge Mapping of Drug Repositioning's Theme and Development","Lang X, Liu J, Zhang G, Feng X, Dan W.","Drug Des Devel Ther. 2023 Apr 18;17:1157-1174. doi: 10.2147/DDDT.S405906. eCollection 2023.","Lang X","Drug Des Devel Ther","2023","2023/04/25","PMC10122475","","10.2147/DDDT.S405906"
"37069493","Drug-target interaction prediction based on spatial consistency constraint and graph convolutional autoencoder","Chen P, Zheng H.","BMC Bioinformatics. 2023 Apr 17;24(1):151. doi: 10.1186/s12859-023-05275-3.","Chen P","BMC Bioinformatics","2023","2023/04/18","PMC10109239","","10.1186/s12859-023-05275-3"
"36851145","A Data-Driven Approach to Construct a Molecular Map of Trypanosoma cruzi to Identify Drugs and Vaccine Targets","Nath SK, Pankajakshan P, Sharma T, Kumari P, Shinde S, Garg N, Mathur K, Arambam N, Harjani D, Raj M, Kwatra G, Venkatesh S, Choudhoury A, Bano S, Tayal P, Sharan M, Arora R, Strych U, Hotez PJ, Bottazzi ME, Rawal K.","Vaccines (Basel). 2023 Jan 26;11(2):267. doi: 10.3390/vaccines11020267.","Nath SK","Vaccines (Basel)","2023","2023/02/28","PMC9963959","","10.3390/vaccines11020267"
"36817132","Combining non-negative matrix factorization with graph Laplacian regularization for predicting drug-miRNA associations based on multi-source information fusion","Wang MN, Li Y, Lei LL, Ding DW, Xie XJ.","Front Pharmacol. 2023 Feb 2;14:1132012. doi: 10.3389/fphar.2023.1132012. eCollection 2023.","Wang MN","Front Pharmacol","2023","2023/02/23","PMC9931722","","10.3389/fphar.2023.1132012"
"36679917","Identification of a Potential Vaccine against Treponema pallidum Using Subtractive Proteomics and Reverse-Vaccinology Approaches","Khan S, Rizwan M, Zeb A, Eldeen MA, Hassan S, Ur Rehman A, A Eid R, Samir A Zaki M, M Albadrani G, E Altyar A, Nouh NAT, Abdel-Daim MM, Ullah A.","Vaccines (Basel). 2022 Dec 28;11(1):72. doi: 10.3390/vaccines11010072.","Khan S","Vaccines (Basel)","2022","2023/01/21","PMC9861075","","10.3390/vaccines11010072"
"36671465","The Anti-Cancer Activity of Pentamidine and Its Derivatives (WLC-4059) Is through Blocking the Interaction between S100A1 and RAGE V Domain","Parveen N, Chiu WJ, Shen LC, Chou RH, Sun CM, Yu C.","Biomolecules. 2022 Dec 30;13(1):81. doi: 10.3390/biom13010081.","Parveen N","Biomolecules","2022","2023/01/21","PMC9856166","","10.3390/biom13010081"
"36564866","QuoteTarget: A sequence-based transformer protein language model to identify potentially druggable protein targets","Chen J, Gu Z, Xu Y, Deng M, Lai L, Pei J.","Protein Sci. 2023 Feb;32(2):e4555. doi: 10.1002/pro.4555.","Chen J","Protein Sci","2023","2022/12/24","PMC9878469","","10.1002/pro.4555"
"36522454","The module triad: a novel network biology approach to utilize patients' multi-omics data for target discovery in ulcerative colitis","Voitalov I, Zhang L, Kilpatrick C, Withers JB, Saleh A, Akmaev VR, Ghiassian SD.","Sci Rep. 2022 Dec 15;12(1):21685. doi: 10.1038/s41598-022-26276-x.","Voitalov I","Sci Rep","2022","2022/12/15","PMC9755270","","10.1038/s41598-022-26276-x"
"36504714","Identifying SM-miRNA associations based on layer attention graph convolutional network and matrix decomposition","Ni J, Cheng X, Ni T, Liang J.","Front Mol Biosci. 2022 Nov 23;9:1009099. doi: 10.3389/fmolb.2022.1009099. eCollection 2022.","Ni J","Front Mol Biosci","2022","2022/12/12","PMC9732030","","10.3389/fmolb.2022.1009099"
