PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23109552","MetaboLights--an open-access general-purpose repository for metabolomics studies and associated meta-data","Haug K, Salek RM, Conesa P, Hastings J, de Matos P, Rijnbeek M, Mahendraker T, Williams M, Neumann S, Rocca-Serra P, Maguire E, González-Beltrán A, Sansone SA, Griffin JL, Steinbeck C.","Nucleic Acids Res. 2013 Jan;41(Database issue):D781-6. doi: 10.1093/nar/gks1004. Epub 2012 Oct 29.","Haug K","Nucleic Acids Res","2013","2012/10/31","PMC3531110","","10.1093/nar/gks1004"
"38036896","A new statistical workflow (R-packages based) to investigate associations between one variable of interest and the metabolome","Ferrario PG, Bub A, Frommherz L, Krüger R, Rist MJ, Watzl B.","Metabolomics. 2023 Nov 30;20(1):2. doi: 10.1007/s11306-023-02065-z.","Ferrario PG","Metabolomics","2023","2023/11/30","PMC10689553","","10.1007/s11306-023-02065-z"
"37964768","Phenotypic maps for precision medicine: a promising systems biology tool for assessing therapy response and resistance at a personalized level","Bhattacharyya S, Ehsan SF, Karacosta LG.","Front Netw Physiol. 2023 Oct 25;3:1256104. doi: 10.3389/fnetp.2023.1256104. eCollection 2023.","Bhattacharyya S","Front Netw Physiol","2023","2023/11/15","PMC10642209","","10.3389/fnetp.2023.1256104"
"37853347","Asterics: a simple tool for the ExploRation and Integration of omiCS data","Maigné É, Noirot C, Henry J, Adu Kesewaah Y, Badin L, Déjean S, Guilmineau C, Krebs A, Mathevet F, Segalini A, Thomassin L, Colongo D, Gaspin C, Liaubet L, Vialaneix N.","BMC Bioinformatics. 2023 Oct 18;24(1):391. doi: 10.1186/s12859-023-05504-9.","Maigné É","BMC Bioinformatics","2023","2023/10/18","PMC10583411","","10.1186/s12859-023-05504-9"
"37719197","Integrative multi-omics and systems bioinformatics in translational neuroscience: A data mining perspective","O'Connor LM, O'Connor BA, Lim SB, Zeng J, Lo CH.","J Pharm Anal. 2023 Aug;13(8):836-850. doi: 10.1016/j.jpha.2023.06.011. Epub 2023 Jun 30.","O'Connor LM","J Pharm Anal","2023","2023/09/18","PMC10499660","","10.1016/j.jpha.2023.06.011"
"37669280","Airway metabolic profiling during Streptococcus pneumoniae infection identifies branched chain amino acids as signatures of upper airway colonisation","Green AE, Pottenger S, Monshi MS, Barton TE, Phelan M, Neill DR.","PLoS Pathog. 2023 Sep 5;19(9):e1011630. doi: 10.1371/journal.ppat.1011630. eCollection 2023 Sep.","Green AE","PLoS Pathog","2023","2023/09/05","PMC10503754","","10.1371/journal.ppat.1011630"
"37512549","MESSES: Software for Transforming Messy Research Datasets into Clean Submissions to Metabolomics Workbench for Public Sharing","Thompson PT, Moseley HNB.","Metabolites. 2023 Jul 12;13(7):842. doi: 10.3390/metabo13070842.","Thompson PT","Metabolites","2023","2023/07/29","PMC10386444","","10.3390/metabo13070842"
"37417553","Dynamic effects of probiotic formula ecologic®825 on human small intestinal ileostoma microbiota: a network theory approach","Jansma J, Thome NU, Schwalbe M, Chatziioannou AC, Elsayed SS, van Wezel GP, van den Abbeele P, van Hemert S, El Aidy S.","Gut Microbes. 2023 Jan-Dec;15(1):2232506. doi: 10.1080/19490976.2023.2232506.","Jansma J","Gut Microbes","2023","2023/07/07","PMC10332219","","10.1080/19490976.2023.2232506"
"37175910","A Metabolomics and Big Data Approach to Cannabis Authenticity (Authentomics)","Jadhav PD, Shim YY, Paek OJ, Jeon JT, Park HJ, Park I, Park ES, Kim YJ, Reaney MJT.","Int J Mol Sci. 2023 May 3;24(9):8202. doi: 10.3390/ijms24098202.","Jadhav PD","Int J Mol Sci","2023","2023/05/13","PMC10179091","","10.3390/ijms24098202"
"37141218","Interpretable machine learning with tree-based shapley additive explanations: Application to metabolomics datasets for binary classification","Bifarin OO.","PLoS One. 2023 May 4;18(5):e0284315. doi: 10.1371/journal.pone.0284315. eCollection 2023.","Bifarin OO","PLoS One","2023","2023/05/04","PMC10159207","","10.1371/journal.pone.0284315"
