PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30556956","Using OmicsNet for Network Integration and 3D Visualization","Zhou G, Xia J.","Curr Protoc Bioinformatics. 2019 Mar;65(1):e69. doi: 10.1002/cpbi.69. Epub 2018 Dec 17.","Zhou G","Curr Protoc Bioinformatics","2019","2018/12/18","","","10.1002/cpbi.69"
"37533767","Applications of multi-omics analysis in human diseases","Chen C, Wang J, Pan D, Wang X, Xu Y, Yan J, Wang L, Yang X, Yang M, Liu GP.","MedComm (2020). 2023 Jul 31;4(4):e315. doi: 10.1002/mco2.315. eCollection 2023 Aug.","Chen C","MedComm (2020)","2023","2023/08/03","PMC10390758","","10.1002/mco2.315"
"36308358","The Immune-related ceRNA Network in Prognosis of Cervical Cancer","Dhandapani H, Bose M, Kesavan S.","Asian Pac J Cancer Prev. 2022 Oct 1;23(10):3347-3354. doi: 10.31557/APJCP.2022.23.10.3347.","Dhandapani H","Asian Pac J Cancer Prev","2022","2022/10/29","PMC9924325","","10.31557/APJCP.2022.23.10.3347"
"36199823","Integrative Functional Genomic Analysis in Multiplex Autism Families from Kazakhstan","Perfilyeva A, Bespalova K, Perfilyeva Y, Skvortsova L, Musralina L, Zhunussova G, Khussainova E, Iskakova U, Bekmanov B, Djansugurova L.","Dis Markers. 2022 Sep 26;2022:1509994. doi: 10.1155/2022/1509994. eCollection 2022.","Perfilyeva A","Dis Markers","2022","2022/10/06","PMC9529466","","10.1155/2022/1509994"
"36117858","Single-cell analysis of gene expression in the substantia nigra pars compacta of a pesticide-induced mouse model of Parkinson's disease","Khan AH, Lee LK, Smith DJ.","Transl Neurosci. 2022 Sep 1;13(1):255-269. doi: 10.1515/tnsci-2022-0237. eCollection 2022 Jan 1.","Khan AH","Transl Neurosci","2022","2022/09/19","PMC9438968","","10.1515/tnsci-2022-0237"
"35835939","Multi-omics study identifies novel signatures of DNA/RNA, amino acid, peptide, and lipid metabolism by simulated diabetes on coronary endothelial cells","Moreno-Ulloa A, Delgado-De la Herrán HC, Álvarez-Delgado C, Mendoza-Porras O, Carballo-Castañeda RA, Donis-Maturano L, Villarreal F.","Sci Rep. 2022 Jul 14;12(1):12027. doi: 10.1038/s41598-022-16300-5.","Moreno-Ulloa A","Sci Rep","2022","2022/07/14","PMC9283518","","10.1038/s41598-022-16300-5"
"35403668","Omics-based ecosurveillance for the assessment of ecosystem function, health, and resilience","Beale DJ, Jones OAH, Bose U, Broadbent JA, Walsh TK, van de Kamp J, Bissett A.","Emerg Top Life Sci. 2022 Apr 15;6(2):185-199. doi: 10.1042/ETLS20210261.","Beale DJ","Emerg Top Life Sci","2022","2022/04/11","PMC9023019","","10.1042/ETLS20210261"
"35285520","Reprogramming of red blood cell metabolism in Zika virus-infected donors","Catala A, Stone M, Busch MP, D'Alessandro A.","Transfusion. 2022 May;62(5):1045-1064. doi: 10.1111/trf.16851. Epub 2022 Mar 14.","Catala A","Transfusion","2022","2022/03/14","PMC9086146","NIHMS1790268","10.1111/trf.16851"
"35035708","Multi-omics-based identification of atopic dermatitis target genes and their potential associations with metabolites and miRNAs","Acharjee A, Gribaleva E, Bano S, Gkoutos GV.","Am J Transl Res. 2021 Dec 15;13(12):13697-13709. eCollection 2021.","Acharjee A","Am J Transl Res","2021","2022/01/17","PMC8748113","",""
"34687279","Rapid Detection and Inhibition of SARS-CoV-2-Spike Mutation-Mediated Microthrombosis","Satta S, Lai A, Cavallero S, Williamson C, Chen J, Blázquez-Medela AM, Roustaei M, Dillon BJ, Ashammakhi N, Carlo DD, Li Z, Sun R, Hsiai TK.","Adv Sci (Weinh). 2021 Dec;8(23):e2103266. doi: 10.1002/advs.202103266. Epub 2021 Oct 23.","Satta S","Adv Sci (Weinh)","2021","2021/10/23","PMC8646611","","10.1002/advs.202103266"
